game_id,game_date,season,week,season_type,qb_id,qb_name,team,opponent,home_away,quarter,plays,dropbacks,pass_attempts,completions,passing_yards,air_yards,pass_tds,interceptions,sacks,scrambles,rush_attempts,rushing_yards,rush_tds,fumbles_lost,turnovers,shotgun_plays,total_yards,total_epa
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0003292,K.Collins,NYG,ARI,Home,Q1,7,7,7,4,63,,0,0,0,0,0,0,0,0,0,1,63,4.205
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0003292,K.Collins,NYG,ARI,Home,Q2,9,7,7,6,45,,0,0,0,0,2,-2,0,0,0,1,43,-2.981
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0003292,K.Collins,NYG,ARI,Home,Q3,6,4,5,3,39,,0,1,0,0,1,0,0,0,1,0,39,-4.849
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0003292,K.Collins,NYG,ARI,Home,Q4,8,6,6,4,25,,0,0,0,0,2,3,0,0,0,0,28,0.279
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0013042,J.Plummer,ARI,NYG,Away,Q1,8,8,6,2,18,,0,0,0,2,2,12,0,0,0,3,30,-0.303
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0013042,J.Plummer,ARI,NYG,Away,Q2,16,15,14,8,82,,0,2,0,1,2,6,0,1,3,7,88,-2.686
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0013042,J.Plummer,ARI,NYG,Away,Q3,12,12,12,8,75,,0,1,0,0,0,0,0,0,1,3,75,-3.98
2000_01_ARI_NYG,2000-09-03,2000,1,Regular,00-0013042,J.Plummer,ARI,NYG,Away,Q4,18,18,18,10,143,,2,0,1,0,0,0,0,0,0,14,137,7.424
2000_01_BAL_PIT,2000-09-03,2000,1,Regular,00-0000722,T.Banks,BAL,PIT,Away,Q1,9,9,9,7,85,,1,0,0,0,0,0,0,0,0,2,85,4.034
2000_01_BAL_PIT,2000-09-03,2000,1,Regular,00-0000722,T.Banks,BAL,PIT,Away,Q2,10,10,10,5,72,,0,0,1,0,0,0,0,0,0,2,69,1.383
2000_01_BAL_PIT,2000-09-03,2000,1,Regular,00-0000722,T.Banks,BAL,PIT,Away,Q3,10,9,9,4,28,,0,0,0,0,1,3,0,0,0,0,31,-0.537
2000_01_BAL_PIT,2000-09-03,2000,1,Regular,00-0000722,T.Banks,BAL,PIT,Away,Q4,6,5,5,2,14,,0,0,0,0,1,2,0,0,0,0,16,-1.835
2000_01_BAL_PIT,2000-09-03,2000,1,Regular,00-0015700,K.Stewart,PIT,BAL,Home,Q4,2,1,1,0,0,,0,0,0,0,1,0,0,0,0,0,0,-2.559
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0001218,S.Beuerlein,CAR,WAS,Away,Q1,4,4,3,3,16,,0,0,0,1,1,5,0,0,0,0,21,-0.077
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0001218,S.Beuerlein,CAR,WAS,Away,Q2,16,15,15,8,94,,0,0,3,1,1,5,0,0,0,0,78,-3.114
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0001218,S.Beuerlein,CAR,WAS,Away,Q3,8,8,8,3,27,,0,0,2,0,0,0,0,1,1,0,3,-4.664
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0001218,S.Beuerlein,CAR,WAS,Away,Q4,6,6,6,3,46,,1,0,1,0,0,0,0,0,0,0,32,3.044
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0008442,B.Johnson,WAS,CAR,Home,Q1,12,12,12,8,72,,0,0,0,0,0,0,0,0,0,4,72,2.621
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0008442,B.Johnson,WAS,CAR,Home,Q2,12,12,12,7,75,,0,0,0,0,0,0,0,0,0,1,75,-1.278
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0008442,B.Johnson,WAS,CAR,Home,Q3,7,7,7,7,60,,0,0,0,0,0,0,0,0,0,2,60,3.351
2000_01_CAR_WAS,2000-09-03,2000,1,Regular,00-0008442,B.Johnson,WAS,CAR,Home,Q4,6,4,4,3,27,,0,0,0,0,2,0,1,0,0,0,27,-2.257
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0003739,D.Culpepper,MIN,CHI,Home,Q1,6,6,4,3,34,,0,0,0,2,2,45,0,0,0,3,79,4.305
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0003739,D.Culpepper,MIN,CHI,Home,Q2,9,7,7,2,18,,0,0,1,0,2,-1,0,0,0,4,15,-3.903
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0003739,D.Culpepper,MIN,CHI,Home,Q3,9,8,6,3,42,,0,1,0,2,3,23,1,0,1,0,65,4.094
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0003739,D.Culpepper,MIN,CHI,Home,Q4,13,7,7,5,96,,0,0,0,0,6,6,2,0,0,0,102,7.939
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0011044,C.McNown,CHI,MIN,Away,Q1,8,8,7,6,58,,1,0,0,1,1,10,0,0,0,3,68,3.022
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0011044,C.McNown,CHI,MIN,Away,Q2,21,20,17,7,85,,0,0,1,3,4,41,0,0,0,11,117,3.229
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0011044,C.McNown,CHI,MIN,Away,Q3,10,9,9,5,74,,1,0,1,0,1,7,0,0,0,4,72,3.018
2000_01_CHI_MIN,2000-09-03,2000,1,Regular,00-0011044,C.McNown,CHI,MIN,Away,Q4,14,12,10,9,73,,0,0,0,2,4,29,1,0,0,13,102,5.469
2000_01_DET_NO,2000-09-03,2000,1,Regular,00-0001335,J.Blake,NO,DET,Home,Q1,5,4,4,2,15,,0,0,1,0,1,0,0,0,0,1,11,-3.403
2000_01_DET_NO,2000-09-03,2000,1,Regular,00-0001335,J.Blake,NO,DET,Home,Q2,15,14,14,5,45,,0,1,2,1,1,11,0,0,1,9,47,-9.789
2000_01_DET_NO,2000-09-03,2000,1,Regular,00-0001335,J.Blake,NO,DET,Home,Q3,10,10,10,4,50,,0,0,2,0,0,0,0,0,0,4,40,-2.742
2000_01_DET_NO,2000-09-03,2000,1,Regular,00-0001335,J.Blake,NO,DET,Home,Q4,14,13,11,7,59,,0,0,0,3,3,11,0,0,0,11,70,-3.169
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0006300,E.Grbac,KC,IND,Home,Q1,4,4,4,1,7,,0,0,0,0,0,0,0,0,0,0,7,-1.182
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0006300,E.Grbac,KC,IND,Home,Q2,10,10,10,6,66,,1,0,1,0,0,0,0,0,0,0,60,3.495
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0006300,E.Grbac,KC,IND,Home,Q3,10,10,10,4,57,,1,0,0,0,0,0,0,0,0,0,57,2.637
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0006300,E.Grbac,KC,IND,Home,Q4,14,14,14,5,82,,0,1,0,0,0,0,0,0,1,0,82,-8.396
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0010346,P.Manning,IND,KC,Away,Q1,7,7,7,5,110,,0,1,0,0,0,0,0,0,1,1,110,4.791
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0010346,P.Manning,IND,KC,Away,Q2,10,8,10,7,45,,0,0,0,0,0,0,0,0,0,1,45,-0.542
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0010346,P.Manning,IND,KC,Away,Q3,12,12,12,8,98,,1,0,1,0,0,0,0,0,0,0,92,5.378
2000_01_IND_KC,2000-09-03,2000,1,Regular,00-0010346,P.Manning,IND,KC,Away,Q4,7,4,4,2,20,,0,0,0,0,3,-3,0,0,0,0,17,-1.834
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0002110,M.Brunell,JAX,CLE,Away,Q1,10,9,9,5,62,,0,0,1,1,1,5,0,0,0,3,63,0.66
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0002110,M.Brunell,JAX,CLE,Away,Q2,15,15,15,8,91,,1,0,2,0,0,0,0,0,0,8,78,5.06
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0002110,M.Brunell,JAX,CLE,Away,Q3,11,11,11,8,123,,0,0,1,0,0,0,0,0,0,1,118,7.531
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0002110,M.Brunell,JAX,CLE,Away,Q4,3,3,3,3,25,,0,0,0,0,0,0,0,0,0,2,25,4.013
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0003535,T.Couch,CLE,JAX,Home,Q1,5,5,5,2,4,,0,0,0,0,0,0,0,0,0,0,4,-4.669
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0003535,T.Couch,CLE,JAX,Home,Q2,9,8,8,6,63,,1,0,0,1,1,1,0,0,0,2,64,4.571
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0003535,T.Couch,CLE,JAX,Home,Q3,6,5,5,3,34,,0,0,0,1,1,31,0,0,0,0,65,-1.475
2000_01_JAX_CLE,2000-09-03,2000,1,Regular,00-0003535,T.Couch,CLE,JAX,Home,Q4,10,10,10,8,59,,0,0,1,0,0,0,0,0,0,3,52,-2.33
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0005106,B.Favre,GB,NYJ,Home,Q1,6,6,5,2,9,,1,0,0,1,1,6,0,0,0,0,15,-0.072
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0005106,B.Favre,GB,NYJ,Home,Q2,9,9,9,2,16,,0,0,1,0,0,0,0,0,0,0,13,-3.078
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0005106,B.Favre,GB,NYJ,Home,Q3,5,5,5,3,39,,0,0,0,0,0,0,0,0,0,0,39,1.416
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0005106,B.Favre,GB,NYJ,Home,Q4,17,17,16,7,88,,0,1,0,1,1,7,0,0,1,0,95,-1.062
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0016193,V.Testaverde,NYJ,GB,Away,Q1,7,7,6,3,20,,0,1,0,1,1,10,0,0,1,0,30,-1.296
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0016193,V.Testaverde,NYJ,GB,Away,Q2,19,18,19,8,62,,0,0,0,0,0,0,0,0,0,0,62,-0.451
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0016193,V.Testaverde,NYJ,GB,Away,Q3,12,11,12,7,74,,0,0,0,0,0,0,0,0,0,0,74,8.787
2000_01_NYJ_GB,2000-09-03,2000,1,Regular,00-0016193,V.Testaverde,NYJ,GB,Away,Q4,9,7,7,5,105,,1,0,0,0,2,-1,0,0,0,1,104,7.444
2000_01_PHI_DAL,2000-09-03,2000,1,Regular,00-0000104,T.Aikman,DAL,PHI,Home,Q1,6,6,6,0,0,,0,0,3,0,0,0,0,0,0,0,-20,-6.85
2000_01_PHI_DAL,2000-09-03,2000,1,Regular,00-0000104,T.Aikman,DAL,PHI,Home,Q2,3,3,3,0,0,,0,1,1,0,0,0,0,0,1,0,-10,-9.537
2000_01_PHI_DAL,2000-09-03,2000,1,Regular,00-0011022,D.McNabb,PHI,DAL,Away,Q1,11,11,9,6,66,,1,0,0,2,2,9,0,0,0,0,75,4.009
2000_01_PHI_DAL,2000-09-03,2000,1,Regular,00-0011022,D.McNabb,PHI,DAL,Away,Q2,14,14,13,4,18,,0,2,1,1,1,11,0,0,2,0,18,-7.465
2000_01_PHI_DAL,2000-09-03,2000,1,Regular,00-0011022,D.McNabb,PHI,DAL,Away,Q3,8,8,7,6,46,,0,0,0,1,1,6,0,0,0,0,52,3.888
2000_01_PHI_DAL,2000-09-03,2000,1,Regular,00-0011022,D.McNabb,PHI,DAL,Away,Q4,1,1,0,0,0,,0,0,0,1,1,3,1,0,0,0,3,2.695
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0005741,R.Gannon,LV,LAC,Home,Q1,9,9,8,2,21,,0,0,2,1,1,6,0,0,0,0,24,-5.413
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0005741,R.Gannon,LV,LAC,Home,Q2,14,14,14,8,70,,0,0,0,0,0,0,0,0,0,0,70,-1.888
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0005741,R.Gannon,LV,LAC,Home,Q3,11,11,11,6,43,,0,0,1,0,0,0,0,0,0,0,40,-2.983
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0005741,R.Gannon,LV,LAC,Home,Q4,11,7,6,4,42,,1,0,1,2,5,11,0,0,0,0,49,2.215
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0009715,R.Leaf,LAC,LV,Away,Q1,13,12,12,5,47,,0,1,0,0,1,-6,0,0,1,8,41,-4.145
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0009715,R.Leaf,LAC,LV,Away,Q2,8,8,8,1,12,,0,1,1,0,0,0,0,0,1,5,4,-8.998
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0009715,R.Leaf,LAC,LV,Away,Q3,10,9,9,5,67,,0,0,1,0,1,0,0,1,1,3,57,-2.644
2000_01_SD_OAK,2000-09-03,2000,1,Regular,00-0009715,R.Leaf,LAC,LV,Away,Q4,12,12,12,6,54,,0,1,0,0,0,0,0,0,1,5,54,1.519
2000_01_SEA_MIA,2000-09-03,2000,1,Regular,00-0005180,J.Fiedler,MIA,SEA,Home,Q1,8,8,8,5,68,,0,0,0,0,0,0,0,0,0,2,68,5.523
2000_01_SEA_MIA,2000-09-03,2000,1,Regular,00-0005180,J.Fiedler,MIA,SEA,Home,Q2,10,9,10,7,61,,1,0,0,0,0,0,0,0,0,2,61,0.712
2000_01_SEA_MIA,2000-09-03,2000,1,Regular,00-0005180,J.Fiedler,MIA,SEA,Home,Q3,7,7,7,2,6,,0,0,2,0,0,0,0,0,0,3,-1,-6.179
2000_01_SEA_MIA,2000-09-03,2000,1,Regular,00-0005180,J.Fiedler,MIA,SEA,Home,Q4,4,2,1,1,-1,,0,0,0,1,3,9,0,0,0,2,8,-3.957
2000_01_SEA_MIA,2000-09-03,2000,1,Regular,00-0009311,J.Kitna,SEA,MIA,Away,Q1,4,4,4,2,23,,0,1,0,0,0,0,0,0,1,0,23,-0.475
2000_01_SEA_MIA,2000-09-03,2000,1,Regular,00-0009311,J.Kitna,SEA,MIA,Away,Q2,12,11,10,4,31,,0,3,1,1,2,5,0,1,4,0,36,-14.705
2000_01_SEA_MIA,2000-09-03,2000,1,Regular,00-0009311,J.Kitna,SEA,MIA,Away,Q3,2,2,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,-1.943
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0002876,C.Chandler,ATL,SF,Home,Q1,9,9,9,4,55,,0,0,0,0,0,0,0,0,0,0,55,1.015
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0002876,C.Chandler,ATL,SF,Home,Q2,15,15,14,7,114,,1,0,0,1,1,16,0,0,0,1,130,5.121
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0002876,C.Chandler,ATL,SF,Home,Q3,5,5,5,3,72,,1,0,0,0,0,0,0,0,0,0,72,3.774
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0002876,C.Chandler,ATL,SF,Home,Q4,6,3,3,2,23,,0,0,0,0,3,-4,0,0,0,1,19,-0.049
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0005755,J.Garcia,SF,ATL,Away,Q1,8,8,8,6,66,,1,0,0,0,0,0,0,0,0,1,66,3.407
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0005755,J.Garcia,SF,ATL,Away,Q2,7,7,7,2,22,,0,0,0,0,0,0,0,0,0,1,22,-2.657
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0005755,J.Garcia,SF,ATL,Away,Q3,13,13,12,8,77,,1,1,0,1,1,11,0,0,1,2,88,-1.832
2000_01_SF_ATL,2000-09-03,2000,1,Regular,00-0005755,J.Garcia,SF,ATL,Away,Q4,11,10,10,7,88,,1,0,1,1,1,11,0,0,0,0,93,6.242
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0001361,D.Bledsoe,NE,TB,Home,Q1,11,9,8,3,24,,0,0,3,2,3,18,0,0,0,0,24,-5.106
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0001361,D.Bledsoe,NE,TB,Home,Q2,7,7,7,5,48,,0,0,1,0,0,0,0,0,0,1,46,-0.817
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0001361,D.Bledsoe,NE,TB,Home,Q3,13,11,10,5,31,,0,0,0,2,3,8,0,0,0,0,39,-8.075
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0001361,D.Bledsoe,NE,TB,Home,Q4,22,22,20,13,113,,1,0,2,2,2,4,0,0,0,15,111,2.179
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0009266,S.King,TB,NE,Away,Q1,7,5,6,2,45,,0,0,0,1,1,4,0,0,0,2,49,-3.273
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0009266,S.King,TB,NE,Away,Q2,10,9,10,7,103,,1,0,0,0,0,0,0,0,0,5,103,4.895
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0009266,S.King,TB,NE,Away,Q3,8,8,6,2,11,,0,0,0,2,2,13,0,0,0,3,24,-1.998
2000_01_TB_NE,2000-09-03,2000,1,Regular,00-0009266,S.King,TB,NE,Away,Q4,4,4,3,1,8,,0,0,1,1,1,4,0,0,0,2,1,-2.203
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0008612,R.Johnson,BUF,TEN,Home,Q1,7,7,7,2,16,,0,0,2,0,0,0,0,0,0,3,5,-6.899
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0008612,R.Johnson,BUF,TEN,Home,Q2,10,10,8,5,69,,1,0,2,2,2,19,0,0,0,5,69,3.862
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0008612,R.Johnson,BUF,TEN,Home,Q3,10,8,6,2,22,,0,0,0,4,4,41,0,0,0,4,63,-0.3
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0008612,R.Johnson,BUF,TEN,Home,Q4,2,2,2,0,0,,0,0,1,0,0,0,0,0,0,1,-7,-1.975
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0011024,S.McNair,TEN,BUF,Away,Q1,8,7,7,5,27,,0,1,0,0,1,0,0,0,1,0,27,-5.521
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0011024,S.McNair,TEN,BUF,Away,Q2,13,13,12,7,75,,0,0,1,1,1,15,0,0,0,3,84,1.6
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0011024,S.McNair,TEN,BUF,Away,Q3,9,9,9,2,11,,0,0,2,0,0,0,0,0,0,2,-7,-7.894
2000_01_TEN_BUF,2000-09-03,2000,1,Regular,00-0011024,S.McNair,TEN,BUF,Away,Q4,7,7,7,3,39,,0,0,1,0,0,0,0,0,0,2,30,-2.609
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0006423,B.Griese,DEN,LA,Away,Q1,7,6,6,4,90,,0,0,0,0,1,8,1,0,0,0,98,8.595
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0006423,B.Griese,DEN,LA,Away,Q2,7,7,6,3,43,,1,0,1,1,1,18,0,0,0,0,55,4.662
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0006423,B.Griese,DEN,LA,Away,Q3,14,12,13,9,130,,1,0,1,0,1,0,0,0,0,0,126,2.49
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0006423,B.Griese,DEN,LA,Away,Q4,9,8,8,3,44,,0,0,2,1,1,2,0,0,0,0,23,-4.341
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0017200,K.Warner,LA,DEN,Home,Q1,8,8,8,5,49,,0,1,0,0,0,0,0,0,1,0,49,-2.296
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0017200,K.Warner,LA,DEN,Home,Q2,13,13,13,10,124,,1,0,1,0,0,0,0,0,0,2,122,10.03
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0017200,K.Warner,LA,DEN,Home,Q3,3,3,2,2,152,,2,0,0,1,1,3,0,0,0,0,155,12.554
2000_01_DEN_STL,2000-09-04,2000,1,Regular,00-0017200,K.Warner,LA,DEN,Home,Q4,16,14,14,8,116,,0,2,1,0,2,-2,0,0,2,0,108,-8.375
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0002876,C.Chandler,ATL,DEN,Away,Q1,6,6,6,1,13,,0,0,1,0,0,0,0,0,0,3,5,-4.833
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0002876,C.Chandler,ATL,DEN,Away,Q2,8,7,7,2,21,,0,0,1,0,1,0,0,1,1,2,14,-7.195
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0002876,C.Chandler,ATL,DEN,Away,Q3,7,7,7,3,66,,1,0,1,0,0,0,0,0,0,1,66,4.055
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0002876,C.Chandler,ATL,DEN,Away,Q4,6,5,6,3,28,,0,0,1,0,0,0,0,0,0,1,20,-1.423
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0006423,B.Griese,DEN,ATL,Home,Q1,11,11,11,6,78,,0,0,1,0,0,0,0,0,0,0,73,1.193
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0006423,B.Griese,DEN,ATL,Home,Q2,16,14,15,10,127,,2,0,1,0,1,0,0,0,0,0,119,10.593
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0006423,B.Griese,DEN,ATL,Home,Q3,8,8,8,4,63,,1,0,0,0,0,0,0,0,0,0,63,3.624
2000_02_ATL_DEN,2000-09-10,2000,2,Regular,00-0006423,B.Griese,DEN,ATL,Home,Q4,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,-0.978
2000_02_CAR_SF,2000-09-10,2000,2,Regular,00-0001218,S.Beuerlein,CAR,SF,Away,Q1,9,9,9,8,157,,1,0,0,0,0,0,0,0,0,0,157,14.691
2000_02_CAR_SF,2000-09-10,2000,2,Regular,00-0001218,S.Beuerlein,CAR,SF,Away,Q2,14,13,13,9,136,,1,1,0,0,1,-1,0,0,1,0,135,6.0
2000_02_CAR_SF,2000-09-10,2000,2,Regular,00-0001218,S.Beuerlein,CAR,SF,Away,Q3,9,9,9,7,71,,1,0,0,0,0,0,0,0,0,0,71,6.294
2000_02_CAR_SF,2000-09-10,2000,2,Regular,00-0001218,S.Beuerlein,CAR,SF,Away,Q4,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,-1.09
2000_02_CAR_SF,2000-09-10,2000,2,Regular,00-0005755,J.Garcia,SF,CAR,Home,Q1,6,6,6,5,85,,0,0,0,0,0,0,0,0,0,0,85,-2.043
2000_02_CAR_SF,2000-09-10,2000,2,Regular,00-0005755,J.Garcia,SF,CAR,Home,Q2,10,8,7,3,24,,0,0,0,2,3,14,0,0,0,1,38,-3.862
2000_02_CAR_SF,2000-09-10,2000,2,Regular,00-0005755,J.Garcia,SF,CAR,Home,Q3,7,7,7,4,72,,0,1,0,0,0,0,0,0,1,0,72,-1.164
2000_02_CHI_TB,2000-09-10,2000,2,Regular,00-0009266,S.King,TB,CHI,Home,Q1,11,11,11,3,30,,0,0,2,0,0,0,0,0,0,2,15,-7.129
2000_02_CHI_TB,2000-09-10,2000,2,Regular,00-0009266,S.King,TB,CHI,Home,Q2,5,4,3,1,15,,0,0,0,1,2,6,1,0,0,3,21,1.026
2000_02_CHI_TB,2000-09-10,2000,2,Regular,00-0009266,S.King,TB,CHI,Home,Q3,9,9,9,6,122,,2,0,0,0,0,0,0,0,0,1,122,7.763
2000_02_CHI_TB,2000-09-10,2000,2,Regular,00-0011044,C.McNown,CHI,TB,Away,Q1,7,7,7,4,25,,0,0,2,0,0,0,0,1,1,3,4,-8.135
2000_02_CHI_TB,2000-09-10,2000,2,Regular,00-0011044,C.McNown,CHI,TB,Away,Q2,8,8,6,2,5,,0,2,0,2,2,16,0,0,2,5,21,-17.534
2000_02_CHI_TB,2000-09-10,2000,2,Regular,00-0011044,C.McNown,CHI,TB,Away,Q3,14,14,12,5,39,,0,0,1,2,2,3,0,0,0,5,32,-6.008
2000_02_CHI_TB,2000-09-10,2000,2,Regular,00-0011044,C.McNown,CHI,TB,Away,Q4,10,9,9,4,27,,0,0,2,0,1,30,0,0,0,5,41,-0.15
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0003535,T.Couch,CLE,CIN,Away,Q1,7,7,7,5,106,,0,0,0,0,0,0,0,0,0,1,106,4.493
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0003535,T.Couch,CLE,CIN,Away,Q2,16,15,15,7,53,,1,1,1,1,1,12,0,0,1,6,55,-0.167
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0003535,T.Couch,CLE,CIN,Away,Q3,4,4,4,4,61,,0,0,0,0,0,0,0,0,0,0,61,5.57
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0003535,T.Couch,CLE,CIN,Away,Q4,9,6,6,3,39,,1,0,0,0,3,-5,0,0,0,0,34,2.862
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0015082,A.Smith,CIN,CLE,Home,Q1,10,10,10,5,101,,0,0,0,0,0,0,0,0,0,3,101,5.924
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0015082,A.Smith,CIN,CLE,Home,Q2,12,11,11,3,23,,1,0,2,1,1,5,0,0,0,3,20,-1.715
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0015082,A.Smith,CIN,CLE,Home,Q3,10,10,9,1,6,,0,1,1,1,1,21,0,0,1,2,20,-7.541
2000_02_CLE_CIN,2000-09-10,2000,2,Regular,00-0015082,A.Smith,CIN,CLE,Home,Q4,20,20,20,6,120,,0,1,4,0,0,0,0,0,1,9,92,-3.876
2000_02_DAL_ARI,2000-09-10,2000,2,Regular,00-0013042,J.Plummer,ARI,DAL,Home,Q1,6,6,6,5,47,,0,0,0,0,0,0,0,0,0,0,47,5.053
2000_02_DAL_ARI,2000-09-10,2000,2,Regular,00-0013042,J.Plummer,ARI,DAL,Home,Q2,10,10,10,6,86,,0,0,2,0,0,0,0,0,0,0,67,1.802
2000_02_DAL_ARI,2000-09-10,2000,2,Regular,00-0013042,J.Plummer,ARI,DAL,Home,Q3,4,4,4,4,22,,1,0,0,0,0,0,0,0,0,0,22,2.343
2000_02_DAL_ARI,2000-09-10,2000,2,Regular,00-0013042,J.Plummer,ARI,DAL,Home,Q4,7,6,6,3,88,,1,0,0,0,1,0,0,0,0,1,88,5.176
2000_02_GB_BUF,2000-09-10,2000,2,Regular,00-0005106,B.Favre,GB,BUF,Away,Q1,4,4,3,3,24,,0,0,0,1,1,1,0,0,0,0,25,-0.074
2000_02_GB_BUF,2000-09-10,2000,2,Regular,00-0005106,B.Favre,GB,BUF,Away,Q2,7,5,5,4,28,,0,0,1,0,2,-3,0,1,1,0,14,-4.601
2000_02_GB_BUF,2000-09-10,2000,2,Regular,00-0005106,B.Favre,GB,BUF,Away,Q3,10,10,10,8,90,,1,0,0,0,0,0,0,0,0,0,90,5.437
2000_02_GB_BUF,2000-09-10,2000,2,Regular,00-0005106,B.Favre,GB,BUF,Away,Q4,21,21,21,10,127,,1,0,3,0,0,0,0,0,0,0,103,0.169
